text,lang,user-location,place-country,place-country_code,location-coordinates,user-screen_name,created_at,quote_count,reply_count,retweet_count,retweeted,is_retweet,is_quote_status,
There is a current shortage of Oxcarbazepine generic for tablets and liquid produced by Apotex and Jamp Pharma Corporation which likely will last until next year. Novartis (Trileptal) has reported a very short living shortage which should be ended by middle next week.,en,Canada Wide,,,,ceaofficialnews,Thu Sep 24 14:40:47 +0000 2020,1,0,12,False,0,False,
New generic drug approved for JAMP ALPRAZOLAM by JAMP PHARMA CORPORATION #NewNOCAlert #HCApproves,en,,,,,HealthCanadaNOC,Thu Sep 17 02:32:52 +0000 2020,0,0,0,False,0,False,
New generic drug approved for JAMP ATORVASTATIN CALCIUM by JAMP PHARMA CORPORATION #NewNOCAlert #HCApproves,en,,,,,HealthCanadaNOC,Fri Aug 28 02:19:15 +0000 2020,0,0,0,False,0,False,
New generic drug approved for JAMP TRAZODONE by JAMP PHARMA CORPORATION #NewNOCAlert #HCApproves,en,,,,,HealthCanadaNOC,Wed Aug 26 02:12:55 +0000 2020,0,0,0,False,0,False,
New generic drug approved for JAMP MODAFINIL by JAMP PHARMA CORPORATION #NewNOCAlert #HCApproves,en,,,,,HealthCanadaNOC,Thu Aug 20 03:21:12 +0000 2020,0,0,0,False,0,False,
@dockaurG And what has happened to the 3 million doses Apotex &amp; JAMP Pharma in Canada GAVE to the Cdn govt? Can we use them or are they going to expire &amp; get destroyed? Keep up the battle!,en,Canada,,,,EtPanem,Tue Aug 18 17:19:28 +0000 2020,0,0,0,False,1,False,
@dockaurG And what has happened to the 3 million doses Apotex &amp; JAMP Pharma in Canada GAVE to the Cdn govt? Can we use them or are they going to expire &amp; get destroyed? Keep up the battle!,en,"Mississauga, Ontario",,,,jbg44,Tue Aug 18 00:00:25 +0000 2020,0,0,0,False,1,False,
@dockaurG And what has happened to the 3 million doses Apotex &amp; JAMP Pharma in Canada GAVE to the Cdn govt? Can we use them or are they going to expire &amp; get destroyed? Keep up the battle!,en,"Ontario, Canada",,,,103blinddog,Mon Aug 17 20:38:25 +0000 2020,0,0,0,False,1,False,
@dockaurG And what has happened to the 3 million doses Apotex &amp; JAMP Pharma in Canada GAVE to the Cdn govt? Can we use them or are they going to expire &amp; get destroyed? Keep up the battle!,en,,,,,creaky7,Mon Aug 17 20:28:01 +0000 2020,0,0,3,False,0,False,
@BarbaraRKay Wouldn't it be nice if Canadians who caught the CCP Virus were at least given the option to take the Zelenko HCQ Protocol? You'd have to find a doc ready to take the censure. What happened to the 3 million HCQ doses donated to Canada by Apotex &amp; JAMP Pharma? Being used or wasted?,en,,,,,creaky7,Mon Aug 17 05:07:23 +0000 2020,0,0,0,False,0,False,
New generic drug approved for JAMP ATORVASTATIN TABLETS by JAMP PHARMA CORPORATION #NewNOCAlert #HCApproves,en,,,,,HealthCanadaNOC,Fri Aug 14 02:44:07 +0000 2020,0,0,0,False,0,False,
La société JAMP Pharma de Boucherville fait don d'un million de doses d'hydroxychloroquine (HCQ) à des hôpitaux partout au Canada dans la lutte contre le COVID-19. https://t.co/LsqTXeun7D,fr,Sainte-Lucie-des-Laurentides,,,,FrancoisBulloc1,Sun Aug 02 00:44:34 +0000 2020,0,0,0,False,0,True,
Analyste financier à Boucherville pour Corporation Jamp Pharma https://t.co/MhKeVlK7bh,fr,Canada,,,,jobWings,Tue Jul 28 16:29:02 +0000 2020,0,0,0,False,0,False,
New generic drug approved for JAMP CALCIUM POLYSTYRENE SULFONATE by JAMP PHARMA CORPORATION #NewNOCAlert #HCApproves,da,,,,,HealthCanadaNOC,Sat Jul 25 02:19:44 +0000 2020,0,0,0,False,0,False,
"New generic drug approved for VANCOMYCIN HYDROCHLORIDE FOR INJECTION, USP by JAMP PHARMA CORPORATION #NewNOCAlert #HCApproves",en,,,,,HealthCanadaNOC,Sat Jul 25 02:19:44 +0000 2020,0,0,0,False,0,False,
"Global Glaucoma Medications Market 2020-2026 | Top key players are Pfizer,Novartis,bausch Lomb,Laboratoire Riva,Jamp… https://t.co/mnPk0jQfvX &gt;&gt;&gt; https://t.co/HTA6IsoHwv #strategy #competitiveintelligence #marketing #biotech #pharma #productmarketing #healthcare #pharmaceutical",de,Global,,,,LQVentures,Sun Jul 19 14:09:02 +0000 2020,0,0,0,False,1,False,
"Global Glaucoma Medications Market 2020-2026 | Top key players are Pfizer,Novartis,bausch Lomb,Laboratoire Riva,Jamp… https://t.co/mnPk0jQfvX &gt;&gt;&gt; https://t.co/HTA6IsoHwv #strategy #competitiveintelligence #marketing #biotech #pharma #productmarketing #healthcare #pharmaceutical",de,Global,,,,_timos_,Sun Jul 19 14:08:33 +0000 2020,0,0,1,False,0,False,
New generic drug approved for AZACITIDINE FOR INJECTION by JAMP PHARMA CORPORATION #NewNOCAlert #HCApproves,en,,,,,HealthCanadaNOC,Sat Jul 11 02:28:35 +0000 2020,0,0,0,False,0,False,
"@Project_Veritas Is there something to this??? 🇨🇦received 1 million pills as a DONATION ..US hospitals are for profit, unlike Canada....so is treatment different because of this in the US
https://t.co/LPJBiWo0lb https://t.co/16TJk9tX0r",en,,,,,CallMeBethHere,Wed Jul 01 09:09:12 +0000 2020,0,0,0,False,0,False,
