timePeriod,count
202007020000,19
202007030000,29
202007040000,22
202007050000,14
202007060000,16
202007070000,26
202007080000,28
202007090000,20
202007100000,31
202007110000,25
202007120000,22
202007130000,21
202007140000,28
202007150000,20
202007160000,19
202007170000,21
202007180000,21
202007190000,15
202007200000,20
202007210000,30
202007220000,49
202007230000,33
202007240000,22
202007250000,20
202007260000,35
202007270000,13
202007280000,17
202007290000,27
202007300000,41
202007310000,32
202005310000,9
202006010000,24
202006020000,25
202006030000,24
202006040000,18
202006050000,26
202006060000,24
202006070000,18
202006080000,21
202006090000,25
202006100000,27
202006110000,33
202006120000,25
202006130000,26
202006140000,14
202006150000,23
202006160000,18
202006170000,40
202006180000,17
202006190000,21
202006200000,20
202006210000,21
202006220000,32
202006230000,22
202006240000,19
202006250000,28
202006260000,24
202006270000,28
202006280000,39
202006290000,34
202006300000,14
202004300000,21
202005010000,25
202005020000,33
202005030000,23
202005040000,19
202005050000,22
202005060000,29
202005070000,29
202005080000,9
202005090000,14
202005100000,21
202005110000,22
202005120000,18
202005130000,19
202005140000,16
202005150000,27
202005160000,23
202005170000,28
202005180000,15
202005190000,24
202005200000,24
202005210000,16
202005220000,24
202005230000,10
202005240000,22
202005250000,35
202005260000,29
202005270000,25
202005280000,16
202005290000,24
202005300000,28
202003300000,27
202003310000,32
202004010000,19
202004020000,20
202004030000,23
202004040000,37
202004050000,29
202004060000,22
202004070000,22
202004080000,24
202004090000,24
202004100000,20
202004110000,19
202004120000,13
202004130000,34
202004140000,24
202004150000,18
202004160000,20
202004170000,18
202004180000,48
202004190000,23
202004200000,27
202004210000,22
202004220000,19
202004230000,17
202004240000,20
202004250000,20
202004260000,19
202004270000,18
202004280000,19
202004290000,15
202002280000,44
202002290000,23
202003010000,19
202003020000,28
202003030000,20
202003040000,31
202003050000,33
202003060000,47
202003070000,33
202003080000,12
202003090000,17
202003100000,27
202003110000,17
202003120000,15
202003130000,12
202003140000,15
202003150000,19
202003160000,21
202003170000,18
202003180000,14
202003190000,21
202003200000,17
202003210000,21
202003220000,30
202003230000,30
202003240000,15
202003250000,18
202003260000,27
202003270000,20
202003280000,29
202003290000,18
202001280000,31
