timePeriod,count
202009020000,37
202009030000,78
202009040000,23
202009050000,20
202009060000,23
202009070000,30
202009080000,23
202009090000,48
202009100000,29
202009110000,26
202009120000,28
202009130000,70
202009140000,31
202009150000,15
202009160000,27
202009170000,23
202009180000,22
202009190000,21
202009200000,22
202009210000,22
202009220000,24
202009230000,27
202009240000,31
202009250000,44
202009260000,20
202009270000,32
202009280000,60
202009290000,36
202009300000,24
202010010000,23
202008010000,24
202008020000,29
202008030000,16
202008040000,18
202008050000,23
202008060000,28
202008070000,23
202008080000,16
202008090000,11
202008100000,31
202008110000,20
202008120000,27
202008130000,39
202008140000,36
202008150000,32
202008160000,13
202008170000,37
202008180000,28
202008190000,19
202008200000,31
202008210000,15
202008220000,14
202008230000,16
202008240000,19
202008250000,29
202008260000,17
202008270000,17
202008280000,20
202008290000,19
202008300000,52
202008310000,45
